year_int,quarter_num,Quarter,Sector,Location,Insolvency_Count,time_index,lag_1,lag_2,rolling_avg_4,Sector_code,Location_code,Risk_level,Average_Interest_Rate,Energy_Price_Index,Regional_GDP
2019,4,Q4 2019,Other Services,Scotland,14,2019.75,14.0,10.0,10.75,14,1,1,0.75,47.61,168993.0
2020,1,Q1 2020,Other Services,Scotland,11,2020.0,14.0,14.0,12.0,14,1,1,0.6132,46.94,158489.0
2020,2,Q2 2020,Other Services,Scotland,7,2020.25,11.0,14.0,12.25,14,1,1,0.1,43.8,158489.0
2020,3,Q3 2020,Other Services,Scotland,7,2020.5,7.0,11.0,11.5,14,1,1,0.1,44.5,158489.0
2020,4,Q4 2020,Other Services,Scotland,8,2020.75,7.0,7.0,9.75,14,1,1,0.1,48.19,158489.0
2021,1,Q1 2021,Other Services,Scotland,6,2021.0,8.0,7.0,8.25,14,1,1,0.1,49.59,171688.0
2021,2,Q2 2021,Other Services,Scotland,8,2021.25,6.0,8.0,7.0,14,1,1,0.1,49.05,171688.0
2021,3,Q3 2021,Other Services,Scotland,7,2021.5,8.0,6.0,7.25,14,1,1,0.1,53.66,171688.0
2021,4,Q4 2021,Other Services,Scotland,21,2021.75,7.0,8.0,7.25,14,1,1,0.1261,60.97,171688.0
2022,1,Q1 2022,Other Services,Scotland,9,2022.0,21.0,7.0,10.5,14,1,1,0.45,66.09,188246.0
2022,2,Q2 2022,Other Services,Scotland,22,2022.25,9.0,21.0,11.25,14,1,1,0.9478,78.64,188246.0
2022,3,Q3 2022,Other Services,Scotland,21,2022.5,22.0,9.0,14.75,14,1,1,1.6141,86.09,188246.0
2022,4,Q4 2022,Other Services,Scotland,19,2022.75,21.0,22.0,18.25,14,1,1,2.8234,101.86,188246.0
2023,1,Q1 2023,Other Services,Scotland,16,2023.0,19.0,21.0,17.75,14,1,1,3.8472,105.67,204188.0
2023,2,Q2 2023,Other Services,Scotland,18,2023.25,16.0,19.0,19.5,14,1,1,4.4396,111.39,204188.0
2023,3,Q3 2023,Other Services,Scotland,13,2023.5,18.0,16.0,18.5,14,1,1,5.1603,108.35,204188.0
2023,4,Q4 2023,Other Services,Scotland,21,2023.75,13.0,18.0,16.5,14,1,1,5.25,108.98,204188.0
2024,1,Q1 2024,Other Services,Scotland,13,2024.0,21.0,13.0,17.0,14,1,1,5.25,112.39,1861953.0
2024,2,Q2 2024,Other Services,Scotland,19,2024.25,13.0,21.0,16.25,14,1,1,5.25,100.2,1861953.0
2024,3,Q3 2024,Other Services,Scotland,17,2024.5,19.0,13.0,16.5,14,1,1,5.0842,100.64,1861953.0
2024,4,Q4 2024,Other Services,Scotland,15,2024.75,17.0,19.0,17.5,14,1,1,4.8505,104.57,1861953.0
2025,1,Q1 2025,Other Services,Scotland,13,2025.0,15.0,17.0,16.0,14,1,1,4.6,105.14,1861953.0
2025,2,Q2 2025,Other Services,Scotland,10,2025.25,13.0,15.0,16.0,14,1,1,4.3516,98.78,1861953.0
2025,3,Q3 2025,Other Services,Scotland,24,2025.5,10.0,13.0,13.75,14,1,1,4.25,98.05,1861953.0
2025,4,Q4 2025,Other Services,Scotland,12,2025.75,24.0,10.0,15.5,14,1,1,4.25,99.05,1861953.0
2026,1,Q1 2026,Other Services,Scotland,11,2026.0,12.0,24.0,14.75,14,1,1,0.75,49.59,1861953.0
2016,3,Q3 2016,Professional & Scientific,England/Wales,308,2016.5,307.0,288.0,297.5,15,0,2,0.3424,37.11,1784443.0
2016,4,Q4 2016,Professional & Scientific,England/Wales,300,2016.75,308.0,307.0,301.0,15,0,2,0.25,39.13,1784443.0
2017,1,Q1 2017,Professional & Scientific,England/Wales,318,2017.0,300.0,308.0,300.75,15,0,2,0.25,39.57,1861953.0
2017,2,Q2 2017,Professional & Scientific,England/Wales,283,2017.25,318.0,300.0,308.25,15,0,2,0.25,38.3,1861953.0
2017,3,Q3 2017,Professional & Scientific,England/Wales,278,2017.5,283.0,318.0,302.25,15,0,2,0.25,38.64,1861953.0
2017,4,Q4 2017,Professional & Scientific,England/Wales,284,2017.75,278.0,283.0,294.75,15,0,2,0.413,41.23,1861953.0
2018,1,Q1 2018,Professional & Scientific,England/Wales,322,2018.0,284.0,278.0,290.75,15,0,2,0.5,41.62,1922054.0
2018,2,Q2 2018,Professional & Scientific,England/Wales,308,2018.25,322.0,284.0,291.75,15,0,2,0.5,40.89,1922054.0
2018,3,Q3 2018,Professional & Scientific,England/Wales,316,2018.5,308.0,322.0,298.0,15,0,2,0.663,42.33,1922054.0
2018,4,Q4 2018,Professional & Scientific,England/Wales,283,2018.75,316.0,308.0,307.5,15,0,2,0.75,45.37,1922054.0
2019,1,Q1 2019,Professional & Scientific,England/Wales,334,2019.0,283.0,316.0,307.25,15,0,2,0.75,46.57,1996347.0
2019,2,Q2 2019,Professional & Scientific,England/Wales,349,2019.25,334.0,283.0,310.25,15,0,2,0.75,45.14,1996347.0
2019,3,Q3 2019,Professional & Scientific,England/Wales,343,2019.5,349.0,334.0,320.5,15,0,2,0.75,44.6,1996347.0
2019,4,Q4 2019,Professional & Scientific,England/Wales,318,2019.75,343.0,349.0,327.25,15,0,2,0.75,47.61,1996347.0
2020,1,Q1 2020,Professional & Scientific,England/Wales,276,2020.0,318.0,343.0,336.0,15,0,2,0.6132,46.94,1885198.0
2020,2,Q2 2020,Professional & Scientific,England/Wales,232,2020.25,276.0,318.0,321.5,15,0,2,0.1,43.8,1885198.0
2020,3,Q3 2020,Professional & Scientific,England/Wales,232,2020.5,232.0,276.0,292.25,15,0,2,0.1,44.5,1885198.0
2020,4,Q4 2020,Professional & Scientific,England/Wales,267,2020.75,232.0,232.0,264.5,15,0,2,0.1,48.19,1885198.0
2021,1,Q1 2021,Professional & Scientific,England/Wales,224,2021.0,267.0,232.0,251.75,15,0,2,0.1,49.59,2042011.0
2021,2,Q2 2021,Professional & Scientific,England/Wales,316,2021.25,224.0,267.0,238.75,15,0,2,0.1,49.05,2042011.0
2021,3,Q3 2021,Professional & Scientific,England/Wales,389,2021.5,316.0,224.0,259.75,15,0,2,0.1,53.66,2042011.0
2021,4,Q4 2021,Professional & Scientific,England/Wales,443,2021.75,389.0,316.0,299.0,15,0,2,0.1261,60.97,2042011.0
2022,1,Q1 2022,Professional & Scientific,England/Wales,450,2022.0,443.0,389.0,343.0,15,0,2,0.45,66.09,2243340.0
2022,2,Q2 2022,Professional & Scientific,England/Wales,474,2022.25,450.0,443.0,399.5,15,0,2,0.9478,78.64,2243340.0
2022,3,Q3 2022,Professional & Scientific,England/Wales,467,2022.5,474.0,450.0,439.0,15,0,2,1.6141,86.09,2243340.0
2022,4,Q4 2022,Professional & Scientific,England/Wales,416,2022.75,467.0,474.0,458.5,15,0,2,2.8234,101.86,2243340.0
2023,1,Q1 2023,Professional & Scientific,England/Wales,479,2023.0,416.0,467.0,451.75,15,0,2,3.8472,105.67,2422397.0
2023,2,Q2 2023,Professional & Scientific,England/Wales,527,2023.25,479.0,416.0,459.0,15,0,2,4.4396,111.39,2422397.0
2023,3,Q3 2023,Professional & Scientific,England/Wales,496,2023.5,527.0,479.0,472.25,15,0,2,5.1603,108.35,2422397.0
2023,4,Q4 2023,Professional & Scientific,England/Wales,513,2023.75,496.0,527.0,479.5,15,0,2,5.25,108.98,2422397.0
2024,1,Q1 2024,Professional & Scientific,England/Wales,453,2024.0,513.0,496.0,503.75,15,0,2,5.25,112.39,1861953.0
2024,2,Q2 2024,Professional & Scientific,England/Wales,500,2024.25,453.0,513.0,497.25,15,0,2,5.25,100.2,1861953.0
2024,3,Q3 2024,Professional & Scientific,England/Wales,482,2024.5,500.0,453.0,490.5,15,0,2,5.0842,100.64,1861953.0
2024,4,Q4 2024,Professional & Scientific,England/Wales,485,2024.75,482.0,500.0,487.0,15,0,2,4.8505,104.57,1861953.0
2025,1,Q1 2025,Professional & Scientific,England/Wales,465,2025.0,485.0,482.0,480.0,15,0,2,4.6,105.14,1861953.0
2025,2,Q2 2025,Professional & Scientific,England/Wales,518,2025.25,465.0,485.0,483.0,15,0,2,4.3516,98.78,1861953.0
2025,3,Q3 2025,Professional & Scientific,England/Wales,498,2025.5,518.0,465.0,487.5,15,0,2,4.25,98.05,1861953.0
2025,4,Q4 2025,Professional & Scientific,England/Wales,519,2025.75,498.0,518.0,491.5,15,0,2,4.25,99.05,1861953.0
2026,1,Q1 2026,Professional & Scientific,England/Wales,456,2026.0,519.0,498.0,500.0,15,0,2,0.75,49.59,1861953.0
2016,3,Q3 2016,Professional & Scientific,Scotland,23,2016.5,27.0,29.0,28.0,15,1,2,0.3424,37.11,151973.0
2016,4,Q4 2016,Professional & Scientific,Scotland,25,2016.75,23.0,27.0,26.33333333333333,15,1,2,0.25,39.13,151973.0
2017,1,Q1 2017,Professional & Scientific,Scotland,15,2017.0,25.0,23.0,26.0,15,1,2,0.25,39.57,159217.0
2017,2,Q2 2017,Professional & Scientific,Scotland,21,2017.25,15.0,25.0,22.5,15,1,2,0.25,38.3,159217.0
2017,3,Q3 2017,Professional & Scientific,Scotland,19,2017.5,21.0,15.0,21.0,15,1,2,0.25,38.64,159217.0
2017,4,Q4 2017,Professional & Scientific,Scotland,26,2017.75,19.0,21.0,20.0,15,1,2,0.413,41.23,159217.0
2018,1,Q1 2018,Professional & Scientific,Scotland,17,2018.0,26.0,19.0,20.25,15,1,2,0.5,41.62,162423.0
2018,2,Q2 2018,Professional & Scientific,Scotland,22,2018.25,17.0,26.0,20.75,15,1,2,0.5,40.89,162423.0
2018,3,Q3 2018,Professional & Scientific,Scotland,20,2018.5,22.0,17.0,21.0,15,1,2,0.663,42.33,162423.0
2018,4,Q4 2018,Professional & Scientific,Scotland,17,2018.75,20.0,22.0,21.25,15,1,2,0.75,45.37,162423.0
2019,1,Q1 2019,Professional & Scientific,Scotland,19,2019.0,17.0,20.0,19.0,15,1,2,0.75,46.57,168993.0
2019,2,Q2 2019,Professional & Scientific,Scotland,23,2019.25,19.0,17.0,19.5,15,1,2,0.75,45.14,168993.0
2019,3,Q3 2019,Professional & Scientific,Scotland,18,2019.5,23.0,19.0,19.75,15,1,2,0.75,44.6,168993.0
2019,4,Q4 2019,Professional & Scientific,Scotland,19,2019.75,18.0,23.0,19.25,15,1,2,0.75,47.61,168993.0
2020,1,Q1 2020,Professional & Scientific,Scotland,16,2020.0,19.0,18.0,19.75,15,1,2,0.6132,46.94,158489.0
2020,2,Q2 2020,Professional & Scientific,Scotland,14,2020.25,16.0,19.0,19.0,15,1,2,0.1,43.8,158489.0
2020,3,Q3 2020,Professional & Scientific,Scotland,11,2020.5,14.0,16.0,16.75,15,1,2,0.1,44.5,158489.0
2020,4,Q4 2020,Professional & Scientific,Scotland,14,2020.75,11.0,14.0,15.0,15,1,2,0.1,48.19,158489.0
2021,1,Q1 2021,Professional & Scientific,Scotland,12,2021.0,14.0,11.0,13.75,15,1,2,0.1,49.59,171688.0
2021,2,Q2 2021,Professional & Scientific,Scotland,27,2021.25,12.0,14.0,12.75,15,1,2,0.1,49.05,171688.0
2021,3,Q3 2021,Professional & Scientific,Scotland,21,2021.5,27.0,12.0,16.0,15,1,2,0.1,53.66,171688.0
2021,4,Q4 2021,Professional & Scientific,Scotland,40,2021.75,21.0,27.0,18.5,15,1,2,0.1261,60.97,171688.0
2022,1,Q1 2022,Professional & Scientific,Scotland,31,2022.0,40.0,21.0,25.0,15,1,2,0.45,66.09,188246.0
2022,2,Q2 2022,Professional & Scientific,Scotland,29,2022.25,31.0,40.0,29.75,15,1,2,0.9478,78.64,188246.0
2022,3,Q3 2022,Professional & Scientific,Scotland,32,2022.5,29.0,31.0,30.25,15,1,2,1.6141,86.09,188246.0
2022,4,Q4 2022,Professional & Scientific,Scotland,28,2022.75,32.0,29.0,33.0,15,1,2,2.8234,101.86,188246.0
2023,1,Q1 2023,Professional & Scientific,Scotland,19,2023.0,28.0,32.0,30.0,15,1,2,3.8472,105.67,204188.0
2023,2,Q2 2023,Professional & Scientific,Scotland,29,2023.25,19.0,28.0,27.0,15,1,2,4.4396,111.39,204188.0
2023,3,Q3 2023,Professional & Scientific,Scotland,25,2023.5,29.0,19.0,27.0,15,1,2,5.1603,108.35,204188.0
2023,4,Q4 2023,Professional & Scientific,Scotland,24,2023.75,25.0,29.0,25.25,15,1,2,5.25,108.98,204188.0
2024,1,Q1 2024,Professional & Scientific,Scotland,24,2024.0,24.0,25.0,24.25,15,1,2,5.25,112.39,1861953.0
2024,2,Q2 2024,Professional & Scientific,Scotland,26,2024.25,24.0,24.0,25.5,15,1,2,5.25,100.2,1861953.0
2024,3,Q3 2024,Professional & Scientific,Scotland,13,2024.5,26.0,24.0,24.75,15,1,2,5.0842,100.64,1861953.0
2024,4,Q4 2024,Professional & Scientific,Scotland,16,2024.75,13.0,26.0,21.75,15,1,2,4.8505,104.57,1861953.0
2025,1,Q1 2025,Professional & Scientific,Scotland,22,2025.0,16.0,13.0,19.75,15,1,2,4.6,105.14,1861953.0
2025,2,Q2 2025,Professional & Scientific,Scotland,21,2025.25,22.0,16.0,19.25,15,1,2,4.3516,98.78,1861953.0
2025,3,Q3 2025,Professional & Scientific,Scotland,24,2025.5,21.0,22.0,18.0,15,1,2,4.25,98.05,1861953.0
2025,4,Q4 2025,Professional & Scientific,Scotland,26,2025.75,24.0,21.0,20.75,15,1,2,4.25,99.05,1861953.0
2026,1,Q1 2026,Professional & Scientific,Scotland,22,2026.0,26.0,24.0,23.25,15,1,2,0.75,49.59,1861953.0
2016,3,Q3 2016,Public Administration,England/Wales,4,2016.5,1.0,4.0,2.5,16,0,1,0.3424,37.11,1784443.0
2016,4,Q4 2016,Public Administration,England/Wales,1,2016.75,4.0,1.0,3.0,16,0,1,0.25,39.13,1784443.0
2017,1,Q1 2017,Public Administration,England/Wales,2,2017.0,1.0,4.0,2.5,16,0,1,0.25,39.57,1861953.0
2017,2,Q2 2017,Public Administration,England/Wales,2,2017.25,2.0,1.0,2.0,16,0,1,0.25,38.3,1861953.0
2017,3,Q3 2017,Public Administration,England/Wales,5,2017.5,2.0,2.0,2.25,16,0,1,0.25,38.64,1861953.0
2017,4,Q4 2017,Public Administration,England/Wales,1,2017.75,5.0,2.0,2.5,16,0,1,0.413,41.23,1861953.0
2018,1,Q1 2018,Public Administration,England/Wales,1,2018.0,1.0,5.0,2.5,16,0,1,0.5,41.62,1922054.0
2018,2,Q2 2018,Public Administration,England/Wales,1,2018.25,1.0,1.0,2.25,16,0,1,0.5,40.89,1922054.0
2018,3,Q3 2018,Public Administration,England/Wales,5,2018.5,1.0,1.0,2.0,16,0,1,0.663,42.33,1922054.0
2018,4,Q4 2018,Public Administration,England/Wales,7,2018.75,5.0,1.0,2.0,16,0,1,0.75,45.37,1922054.0
2019,1,Q1 2019,Public Administration,England/Wales,5,2019.0,7.0,5.0,3.5,16,0,1,0.75,46.57,1996347.0
2019,2,Q2 2019,Public Administration,England/Wales,5,2019.25,5.0,7.0,4.5,16,0,1,0.75,45.14,1996347.0
2019,3,Q3 2019,Public Administration,England/Wales,2,2019.5,5.0,5.0,5.5,16,0,1,0.75,44.6,1996347.0
2019,4,Q4 2019,Public Administration,England/Wales,4,2019.75,2.0,5.0,4.75,16,0,1,0.75,47.61,1996347.0
2020,1,Q1 2020,Public Administration,England/Wales,4,2020.0,4.0,2.0,4.0,16,0,1,0.6132,46.94,1885198.0
2020,2,Q2 2020,Public Administration,England/Wales,5,2020.25,4.0,4.0,3.75,16,0,1,0.1,43.8,1885198.0
2020,4,Q4 2020,Public Administration,England/Wales,2,2020.75,5.0,4.0,3.75,16,0,1,0.1,48.19,1885198.0
2021,1,Q1 2021,Public Administration,England/Wales,3,2021.0,2.0,5.0,3.75,16,0,1,0.1,49.59,2042011.0
2021,2,Q2 2021,Public Administration,England/Wales,7,2021.25,3.0,2.0,3.5,16,0,1,0.1,49.05,2042011.0
2021,3,Q3 2021,Public Administration,England/Wales,3,2021.5,7.0,3.0,4.25,16,0,1,0.1,53.66,2042011.0
2021,4,Q4 2021,Public Administration,England/Wales,9,2021.75,3.0,7.0,3.75,16,0,1,0.1261,60.97,2042011.0
2022,1,Q1 2022,Public Administration,England/Wales,6,2022.0,9.0,3.0,5.5,16,0,1,0.45,66.09,2243340.0
2022,2,Q2 2022,Public Administration,England/Wales,7,2022.25,6.0,9.0,6.25,16,0,1,0.9478,78.64,2243340.0
2022,3,Q3 2022,Public Administration,England/Wales,7,2022.5,7.0,6.0,6.25,16,0,1,1.6141,86.09,2243340.0
2022,4,Q4 2022,Public Administration,England/Wales,12,2022.75,7.0,7.0,7.25,16,0,1,2.8234,101.86,2243340.0
2023,1,Q1 2023,Public Administration,England/Wales,6,2023.0,12.0,7.0,8.0,16,0,1,3.8472,105.67,2422397.0
2023,2,Q2 2023,Public Administration,England/Wales,7,2023.25,6.0,12.0,8.0,16,0,1,4.4396,111.39,2422397.0
2023,3,Q3 2023,Public Administration,England/Wales,8,2023.5,7.0,6.0,8.0,16,0,1,5.1603,108.35,2422397.0
2023,4,Q4 2023,Public Administration,England/Wales,2,2023.75,8.0,7.0,8.25,16,0,1,5.25,108.98,2422397.0
2024,1,Q1 2024,Public Administration,England/Wales,3,2024.0,2.0,8.0,5.75,16,0,1,5.25,112.39,1861953.0
2024,2,Q2 2024,Public Administration,England/Wales,11,2024.25,3.0,2.0,5.0,16,0,1,5.25,100.2,1861953.0
2024,3,Q3 2024,Public Administration,England/Wales,2,2024.5,11.0,3.0,6.0,16,0,1,5.0842,100.64,1861953.0
2024,4,Q4 2024,Public Administration,England/Wales,8,2024.75,2.0,11.0,4.5,16,0,1,4.8505,104.57,1861953.0
2025,1,Q1 2025,Public Administration,England/Wales,6,2025.0,8.0,2.0,6.0,16,0,1,4.6,105.14,1861953.0
2025,2,Q2 2025,Public Administration,England/Wales,5,2025.25,6.0,8.0,6.75,16,0,1,4.3516,98.78,1861953.0
2025,3,Q3 2025,Public Administration,England/Wales,6,2025.5,5.0,6.0,5.25,16,0,1,4.25,98.05,1861953.0
2025,4,Q4 2025,Public Administration,England/Wales,8,2025.75,6.0,5.0,6.25,16,0,1,4.25,99.05,1861953.0
2026,1,Q1 2026,Public Administration,England/Wales,7,2026.0,8.0,6.0,6.25,16,0,1,0.75,49.59,1861953.0
2022,2,Q2 2022,Public Administration,Scotland,1,2022.25,1.0,1.0,1.0,16,1,1,0.9478,78.64,188246.0
2022,3,Q3 2022,Public Administration,Scotland,1,2022.5,1.0,1.0,1.0,16,1,1,1.6141,86.09,188246.0
2025,3,Q3 2025,Public Administration,Scotland,1,2025.5,1.0,1.0,1.0,16,1,1,4.25,98.05,1861953.0
2016,3,Q3 2016,Real Estate,England/Wales,93,2016.5,103.0,102.0,102.5,17,0,1,0.3424,37.11,1784443.0
2016,4,Q4 2016,Real Estate,England/Wales,82,2016.75,93.0,103.0,99.33333333333331,17,0,1,0.25,39.13,1784443.0
2017,1,Q1 2017,Real Estate,England/Wales,106,2017.0,82.0,93.0,95.0,17,0,1,0.25,39.57,1861953.0
2017,2,Q2 2017,Real Estate,England/Wales,88,2017.25,106.0,82.0,96.0,17,0,1,0.25,38.3,1861953.0
2017,3,Q3 2017,Real Estate,England/Wales,92,2017.5,88.0,106.0,92.25,17,0,1,0.25,38.64,1861953.0
2017,4,Q4 2017,Real Estate,England/Wales,79,2017.75,92.0,88.0,92.0,17,0,1,0.413,41.23,1861953.0
2018,1,Q1 2018,Real Estate,England/Wales,89,2018.0,79.0,92.0,91.25,17,0,1,0.5,41.62,1922054.0
2018,2,Q2 2018,Real Estate,England/Wales,92,2018.25,89.0,79.0,87.0,17,0,1,0.5,40.89,1922054.0
2018,3,Q3 2018,Real Estate,England/Wales,104,2018.5,92.0,89.0,88.0,17,0,1,0.663,42.33,1922054.0
2018,4,Q4 2018,Real Estate,England/Wales,85,2018.75,104.0,92.0,91.0,17,0,1,0.75,45.37,1922054.0
2019,1,Q1 2019,Real Estate,England/Wales,136,2019.0,85.0,104.0,92.5,17,0,1,0.75,46.57,1996347.0
2019,2,Q2 2019,Real Estate,England/Wales,110,2019.25,136.0,85.0,104.25,17,0,1,0.75,45.14,1996347.0
2019,3,Q3 2019,Real Estate,England/Wales,115,2019.5,110.0,136.0,108.75,17,0,1,0.75,44.6,1996347.0
2019,4,Q4 2019,Real Estate,England/Wales,133,2019.75,115.0,110.0,111.5,17,0,1,0.75,47.61,1996347.0
2020,1,Q1 2020,Real Estate,England/Wales,111,2020.0,133.0,115.0,123.5,17,0,1,0.6132,46.94,1885198.0
2020,2,Q2 2020,Real Estate,England/Wales,70,2020.25,111.0,133.0,117.25,17,0,1,0.1,43.8,1885198.0
2020,3,Q3 2020,Real Estate,England/Wales,89,2020.5,70.0,111.0,107.25,17,0,1,0.1,44.5,1885198.0
2020,4,Q4 2020,Real Estate,England/Wales,97,2020.75,89.0,70.0,100.75,17,0,1,0.1,48.19,1885198.0
2021,1,Q1 2021,Real Estate,England/Wales,90,2021.0,97.0,89.0,91.75,17,0,1,0.1,49.59,2042011.0
2021,2,Q2 2021,Real Estate,England/Wales,69,2021.25,90.0,97.0,86.5,17,0,1,0.1,49.05,2042011.0
2021,3,Q3 2021,Real Estate,England/Wales,117,2021.5,69.0,90.0,86.25,17,0,1,0.1,53.66,2042011.0
2021,4,Q4 2021,Real Estate,England/Wales,137,2021.75,117.0,69.0,93.25,17,0,1,0.1261,60.97,2042011.0
2022,1,Q1 2022,Real Estate,England/Wales,181,2022.0,137.0,117.0,103.25,17,0,1,0.45,66.09,2243340.0
2022,2,Q2 2022,Real Estate,England/Wales,166,2022.25,181.0,137.0,126.0,17,0,1,0.9478,78.64,2243340.0
2022,3,Q3 2022,Real Estate,England/Wales,167,2022.5,166.0,181.0,150.25,17,0,1,1.6141,86.09,2243340.0
2022,4,Q4 2022,Real Estate,England/Wales,206,2022.75,167.0,166.0,162.75,17,0,1,2.8234,101.86,2243340.0
2023,1,Q1 2023,Real Estate,England/Wales,149,2023.0,206.0,167.0,180.0,17,0,1,3.8472,105.67,2422397.0
2023,2,Q2 2023,Real Estate,England/Wales,208,2023.25,149.0,206.0,172.0,17,0,1,4.4396,111.39,2422397.0
2023,3,Q3 2023,Real Estate,England/Wales,179,2023.5,208.0,149.0,182.5,17,0,1,5.1603,108.35,2422397.0
2023,4,Q4 2023,Real Estate,England/Wales,214,2023.75,179.0,208.0,185.5,17,0,1,5.25,108.98,2422397.0
2024,1,Q1 2024,Real Estate,England/Wales,173,2024.0,214.0,179.0,187.5,17,0,1,5.25,112.39,1861953.0
2024,2,Q2 2024,Real Estate,England/Wales,200,2024.25,173.0,214.0,193.5,17,0,1,5.25,100.2,1861953.0
2024,3,Q3 2024,Real Estate,England/Wales,177,2024.5,200.0,173.0,191.5,17,0,1,5.0842,100.64,1861953.0
2024,4,Q4 2024,Real Estate,England/Wales,184,2024.75,177.0,200.0,191.0,17,0,1,4.8505,104.57,1861953.0
2025,1,Q1 2025,Real Estate,England/Wales,174,2025.0,184.0,177.0,183.5,17,0,1,4.6,105.14,1861953.0
2025,2,Q2 2025,Real Estate,England/Wales,224,2025.25,174.0,184.0,183.75,17,0,1,4.3516,98.78,1861953.0
2025,3,Q3 2025,Real Estate,England/Wales,195,2025.5,224.0,174.0,189.75,17,0,1,4.25,98.05,1861953.0
2025,4,Q4 2025,Real Estate,England/Wales,180,2025.75,195.0,224.0,194.25,17,0,1,4.25,99.05,1861953.0
2026,1,Q1 2026,Real Estate,England/Wales,290,2026.0,180.0,195.0,193.25,17,0,1,0.75,49.59,1861953.0
2016,3,Q3 2016,Real Estate,Scotland,14,2016.5,20.0,6.0,13.0,17,1,1,0.3424,37.11,151973.0
2016,4,Q4 2016,Real Estate,Scotland,17,2016.75,14.0,20.0,13.333333333333334,17,1,1,0.25,39.13,151973.0
2017,1,Q1 2017,Real Estate,Scotland,15,2017.0,17.0,14.0,14.25,17,1,1,0.25,39.57,159217.0
2017,2,Q2 2017,Real Estate,Scotland,8,2017.25,15.0,17.0,16.5,17,1,1,0.25,38.3,159217.0
2017,3,Q3 2017,Real Estate,Scotland,8,2017.5,8.0,15.0,13.5,17,1,1,0.25,38.64,159217.0
2017,4,Q4 2017,Real Estate,Scotland,5,2017.75,8.0,8.0,12.0,17,1,1,0.413,41.23,159217.0
2018,1,Q1 2018,Real Estate,Scotland,3,2018.0,5.0,8.0,9.0,17,1,1,0.5,41.62,162423.0
2018,2,Q2 2018,Real Estate,Scotland,4,2018.25,3.0,5.0,6.0,17,1,1,0.5,40.89,162423.0
2018,3,Q3 2018,Real Estate,Scotland,4,2018.5,4.0,3.0,5.0,17,1,1,0.663,42.33,162423.0
2018,4,Q4 2018,Real Estate,Scotland,6,2018.75,4.0,4.0,4.0,17,1,1,0.75,45.37,162423.0
2019,1,Q1 2019,Real Estate,Scotland,8,2019.0,6.0,4.0,4.25,17,1,1,0.75,46.57,168993.0
2019,2,Q2 2019,Real Estate,Scotland,5,2019.25,8.0,6.0,5.5,17,1,1,0.75,45.14,168993.0
2019,3,Q3 2019,Real Estate,Scotland,9,2019.5,5.0,8.0,5.75,17,1,1,0.75,44.6,168993.0
2019,4,Q4 2019,Real Estate,Scotland,10,2019.75,9.0,5.0,7.0,17,1,1,0.75,47.61,168993.0
2020,1,Q1 2020,Real Estate,Scotland,4,2020.0,10.0,9.0,8.0,17,1,1,0.6132,46.94,158489.0
2020,2,Q2 2020,Real Estate,Scotland,3,2020.25,4.0,10.0,7.0,17,1,1,0.1,43.8,158489.0
2020,3,Q3 2020,Real Estate,Scotland,3,2020.5,3.0,4.0,6.5,17,1,1,0.1,44.5,158489.0
2020,4,Q4 2020,Real Estate,Scotland,6,2020.75,3.0,3.0,5.0,17,1,1,0.1,48.19,158489.0
2021,1,Q1 2021,Real Estate,Scotland,2,2021.0,6.0,3.0,4.0,17,1,1,0.1,49.59,171688.0
2021,2,Q2 2021,Real Estate,Scotland,5,2021.25,2.0,6.0,3.5,17,1,1,0.1,49.05,171688.0
2021,3,Q3 2021,Real Estate,Scotland,7,2021.5,5.0,2.0,4.0,17,1,1,0.1,53.66,171688.0
2021,4,Q4 2021,Real Estate,Scotland,4,2021.75,7.0,5.0,5.0,17,1,1,0.1261,60.97,171688.0
2022,1,Q1 2022,Real Estate,Scotland,2,2022.0,4.0,7.0,4.5,17,1,1,0.45,66.09,188246.0
2022,2,Q2 2022,Real Estate,Scotland,8,2022.25,2.0,4.0,4.5,17,1,1,0.9478,78.64,188246.0
2022,3,Q3 2022,Real Estate,Scotland,3,2022.5,8.0,2.0,5.25,17,1,1,1.6141,86.09,188246.0
2022,4,Q4 2022,Real Estate,Scotland,9,2022.75,3.0,8.0,4.25,17,1,1,2.8234,101.86,188246.0
2023,1,Q1 2023,Real Estate,Scotland,11,2023.0,9.0,3.0,5.5,17,1,1,3.8472,105.67,204188.0
2023,2,Q2 2023,Real Estate,Scotland,10,2023.25,11.0,9.0,7.75,17,1,1,4.4396,111.39,204188.0
2023,3,Q3 2023,Real Estate,Scotland,9,2023.5,10.0,11.0,8.25,17,1,1,5.1603,108.35,204188.0
2023,4,Q4 2023,Real Estate,Scotland,6,2023.75,9.0,10.0,9.75,17,1,1,5.25,108.98,204188.0
2024,1,Q1 2024,Real Estate,Scotland,7,2024.0,6.0,9.0,9.0,17,1,1,5.25,112.39,1861953.0
2024,2,Q2 2024,Real Estate,Scotland,6,2024.25,7.0,6.0,8.0,17,1,1,5.25,100.2,1861953.0
2024,3,Q3 2024,Real Estate,Scotland,12,2024.5,6.0,7.0,7.0,17,1,1,5.0842,100.64,1861953.0
2024,4,Q4 2024,Real Estate,Scotland,10,2024.75,12.0,6.0,7.75,17,1,1,4.8505,104.57,1861953.0
