year_int,quarter_num,Quarter,Sector,Location,Insolvency_Count,time_index,lag_1,lag_2,rolling_avg_4,Sector_code,Location_code,Risk_level,Average_Interest_Rate,Energy_Price_Index,Regional_GDP
2025,1,Q1 2025,Real Estate,Scotland,8,2025.0,10.0,12.0,8.75,17,1,1,4.6,105.14,1861953.0
2025,2,Q2 2025,Real Estate,Scotland,11,2025.25,8.0,10.0,9.0,17,1,1,4.3516,98.78,1861953.0
2025,3,Q3 2025,Real Estate,Scotland,9,2025.5,11.0,8.0,10.25,17,1,1,4.25,98.05,1861953.0
2025,4,Q4 2025,Real Estate,Scotland,18,2025.75,9.0,11.0,9.5,17,1,1,4.25,99.05,1861953.0
2026,1,Q1 2026,Real Estate,Scotland,12,2026.0,18.0,9.0,11.5,17,1,1,0.75,49.59,1861953.0
2016,3,Q3 2016,Transport & Storage,England/Wales,70,2016.5,91.0,93.0,92.0,18,0,1,0.3424,37.11,1784443.0
2016,4,Q4 2016,Transport & Storage,England/Wales,92,2016.75,70.0,91.0,84.66666666666667,18,0,1,0.25,39.13,1784443.0
2017,1,Q1 2017,Transport & Storage,England/Wales,107,2017.0,92.0,70.0,86.5,18,0,1,0.25,39.57,1861953.0
2017,2,Q2 2017,Transport & Storage,England/Wales,106,2017.25,107.0,92.0,90.0,18,0,1,0.25,38.3,1861953.0
2017,3,Q3 2017,Transport & Storage,England/Wales,100,2017.5,106.0,107.0,93.75,18,0,1,0.25,38.64,1861953.0
2017,4,Q4 2017,Transport & Storage,England/Wales,100,2017.75,100.0,106.0,101.25,18,0,1,0.413,41.23,1861953.0
2018,1,Q1 2018,Transport & Storage,England/Wales,136,2018.0,100.0,100.0,103.25,18,0,1,0.5,41.62,1922054.0
2018,2,Q2 2018,Transport & Storage,England/Wales,142,2018.25,136.0,100.0,110.5,18,0,1,0.5,40.89,1922054.0
2018,3,Q3 2018,Transport & Storage,England/Wales,137,2018.5,142.0,136.0,119.5,18,0,1,0.663,42.33,1922054.0
2018,4,Q4 2018,Transport & Storage,England/Wales,104,2018.75,137.0,142.0,128.75,18,0,1,0.75,45.37,1922054.0
2019,1,Q1 2019,Transport & Storage,England/Wales,156,2019.0,104.0,137.0,129.75,18,0,1,0.75,46.57,1996347.0
2019,2,Q2 2019,Transport & Storage,England/Wales,130,2019.25,156.0,104.0,134.75,18,0,1,0.75,45.14,1996347.0
2019,3,Q3 2019,Transport & Storage,England/Wales,123,2019.5,130.0,156.0,131.75,18,0,1,0.75,44.6,1996347.0
2019,4,Q4 2019,Transport & Storage,England/Wales,136,2019.75,123.0,130.0,128.25,18,0,1,0.75,47.61,1996347.0
2020,1,Q1 2020,Transport & Storage,England/Wales,144,2020.0,136.0,123.0,136.25,18,0,1,0.6132,46.94,1885198.0
2020,2,Q2 2020,Transport & Storage,England/Wales,99,2020.25,144.0,136.0,133.25,18,0,1,0.1,43.8,1885198.0
2020,3,Q3 2020,Transport & Storage,England/Wales,87,2020.5,99.0,144.0,125.5,18,0,1,0.1,44.5,1885198.0
2020,4,Q4 2020,Transport & Storage,England/Wales,106,2020.75,87.0,99.0,116.5,18,0,1,0.1,48.19,1885198.0
2021,1,Q1 2021,Transport & Storage,England/Wales,68,2021.0,106.0,87.0,109.0,18,0,1,0.1,49.59,2042011.0
2021,2,Q2 2021,Transport & Storage,England/Wales,126,2021.25,68.0,106.0,90.0,18,0,1,0.1,49.05,2042011.0
2021,3,Q3 2021,Transport & Storage,England/Wales,183,2021.5,126.0,68.0,96.75,18,0,1,0.1,53.66,2042011.0
2021,4,Q4 2021,Transport & Storage,England/Wales,155,2021.75,183.0,126.0,120.75,18,0,1,0.1261,60.97,2042011.0
2022,1,Q1 2022,Transport & Storage,England/Wales,183,2022.0,155.0,183.0,133.0,18,0,1,0.45,66.09,2243340.0
2022,2,Q2 2022,Transport & Storage,England/Wales,182,2022.25,183.0,155.0,161.75,18,0,1,0.9478,78.64,2243340.0
2022,3,Q3 2022,Transport & Storage,England/Wales,191,2022.5,182.0,183.0,175.75,18,0,1,1.6141,86.09,2243340.0
2022,4,Q4 2022,Transport & Storage,England/Wales,229,2022.75,191.0,182.0,177.75,18,0,1,2.8234,101.86,2243340.0
2023,1,Q1 2023,Transport & Storage,England/Wales,198,2023.0,229.0,191.0,196.25,18,0,1,3.8472,105.67,2422397.0
2023,2,Q2 2023,Transport & Storage,England/Wales,243,2023.25,198.0,229.0,200.0,18,0,1,4.4396,111.39,2422397.0
2023,3,Q3 2023,Transport & Storage,England/Wales,201,2023.5,243.0,198.0,215.25,18,0,1,5.1603,108.35,2422397.0
2023,4,Q4 2023,Transport & Storage,England/Wales,239,2023.75,201.0,243.0,217.75,18,0,1,5.25,108.98,2422397.0
2024,1,Q1 2024,Transport & Storage,England/Wales,201,2024.0,239.0,201.0,220.25,18,0,1,5.25,112.39,1861953.0
2024,2,Q2 2024,Transport & Storage,England/Wales,270,2024.25,201.0,239.0,221.0,18,0,1,5.25,100.2,1861953.0
2024,3,Q3 2024,Transport & Storage,England/Wales,208,2024.5,270.0,201.0,227.75,18,0,1,5.0842,100.64,1861953.0
2024,4,Q4 2024,Transport & Storage,England/Wales,182,2024.75,208.0,270.0,229.5,18,0,1,4.8505,104.57,1861953.0
2025,1,Q1 2025,Transport & Storage,England/Wales,184,2025.0,182.0,208.0,215.25,18,0,1,4.6,105.14,1861953.0
2025,2,Q2 2025,Transport & Storage,England/Wales,199,2025.25,184.0,182.0,211.0,18,0,1,4.3516,98.78,1861953.0
2025,3,Q3 2025,Transport & Storage,England/Wales,200,2025.5,199.0,184.0,193.25,18,0,1,4.25,98.05,1861953.0
2025,4,Q4 2025,Transport & Storage,England/Wales,169,2025.75,200.0,199.0,191.25,18,0,1,4.25,99.05,1861953.0
2026,1,Q1 2026,Transport & Storage,England/Wales,137,2026.0,169.0,200.0,188.0,18,0,1,0.75,49.59,1861953.0
2016,3,Q3 2016,Transport & Storage,Scotland,8,2016.5,6.0,4.0,5.0,18,1,1,0.3424,37.11,151973.0
2016,4,Q4 2016,Transport & Storage,Scotland,8,2016.75,8.0,6.0,6.0,18,1,1,0.25,39.13,151973.0
2017,1,Q1 2017,Transport & Storage,Scotland,3,2017.0,8.0,8.0,6.5,18,1,1,0.25,39.57,159217.0
2017,2,Q2 2017,Transport & Storage,Scotland,6,2017.25,3.0,8.0,6.25,18,1,1,0.25,38.3,159217.0
2017,3,Q3 2017,Transport & Storage,Scotland,4,2017.5,6.0,3.0,6.25,18,1,1,0.25,38.64,159217.0
2017,4,Q4 2017,Transport & Storage,Scotland,7,2017.75,4.0,6.0,5.25,18,1,1,0.413,41.23,159217.0
2018,1,Q1 2018,Transport & Storage,Scotland,6,2018.0,7.0,4.0,5.0,18,1,1,0.5,41.62,162423.0
2018,2,Q2 2018,Transport & Storage,Scotland,4,2018.25,6.0,7.0,5.75,18,1,1,0.5,40.89,162423.0
2018,3,Q3 2018,Transport & Storage,Scotland,7,2018.5,4.0,6.0,5.25,18,1,1,0.663,42.33,162423.0
2018,4,Q4 2018,Transport & Storage,Scotland,3,2018.75,7.0,4.0,6.0,18,1,1,0.75,45.37,162423.0
2019,1,Q1 2019,Transport & Storage,Scotland,7,2019.0,3.0,7.0,5.0,18,1,1,0.75,46.57,168993.0
2019,2,Q2 2019,Transport & Storage,Scotland,9,2019.25,7.0,3.0,5.25,18,1,1,0.75,45.14,168993.0
2019,3,Q3 2019,Transport & Storage,Scotland,10,2019.5,9.0,7.0,6.5,18,1,1,0.75,44.6,168993.0
2019,4,Q4 2019,Transport & Storage,Scotland,7,2019.75,10.0,9.0,7.25,18,1,1,0.75,47.61,168993.0
2020,1,Q1 2020,Transport & Storage,Scotland,5,2020.0,7.0,10.0,8.25,18,1,1,0.6132,46.94,158489.0
2020,2,Q2 2020,Transport & Storage,Scotland,3,2020.25,5.0,7.0,7.75,18,1,1,0.1,43.8,158489.0
2020,3,Q3 2020,Transport & Storage,Scotland,6,2020.5,3.0,5.0,6.25,18,1,1,0.1,44.5,158489.0
2020,4,Q4 2020,Transport & Storage,Scotland,5,2020.75,6.0,3.0,5.25,18,1,1,0.1,48.19,158489.0
2021,1,Q1 2021,Transport & Storage,Scotland,2,2021.0,5.0,6.0,4.75,18,1,1,0.1,49.59,171688.0
2021,2,Q2 2021,Transport & Storage,Scotland,4,2021.25,2.0,5.0,4.0,18,1,1,0.1,49.05,171688.0
2021,3,Q3 2021,Transport & Storage,Scotland,12,2021.5,4.0,2.0,4.25,18,1,1,0.1,53.66,171688.0
2021,4,Q4 2021,Transport & Storage,Scotland,11,2021.75,12.0,4.0,5.75,18,1,1,0.1261,60.97,171688.0
2022,1,Q1 2022,Transport & Storage,Scotland,7,2022.0,11.0,12.0,7.25,18,1,1,0.45,66.09,188246.0
2022,2,Q2 2022,Transport & Storage,Scotland,7,2022.25,7.0,11.0,8.5,18,1,1,0.9478,78.64,188246.0
2022,3,Q3 2022,Transport & Storage,Scotland,5,2022.5,7.0,7.0,9.25,18,1,1,1.6141,86.09,188246.0
2022,4,Q4 2022,Transport & Storage,Scotland,9,2022.75,5.0,7.0,7.5,18,1,1,2.8234,101.86,188246.0
2023,1,Q1 2023,Transport & Storage,Scotland,12,2023.0,9.0,5.0,7.0,18,1,1,3.8472,105.67,204188.0
2023,2,Q2 2023,Transport & Storage,Scotland,8,2023.25,12.0,9.0,8.25,18,1,1,4.4396,111.39,204188.0
2023,3,Q3 2023,Transport & Storage,Scotland,8,2023.5,8.0,12.0,8.5,18,1,1,5.1603,108.35,204188.0
2023,4,Q4 2023,Transport & Storage,Scotland,5,2023.75,8.0,8.0,9.25,18,1,1,5.25,108.98,204188.0
2024,1,Q1 2024,Transport & Storage,Scotland,11,2024.0,5.0,8.0,8.25,18,1,1,5.25,112.39,1861953.0
2024,2,Q2 2024,Transport & Storage,Scotland,15,2024.25,11.0,5.0,8.0,18,1,1,5.25,100.2,1861953.0
2024,3,Q3 2024,Transport & Storage,Scotland,5,2024.5,15.0,11.0,9.75,18,1,1,5.0842,100.64,1861953.0
2024,4,Q4 2024,Transport & Storage,Scotland,10,2024.75,5.0,15.0,9.0,18,1,1,4.8505,104.57,1861953.0
2025,1,Q1 2025,Transport & Storage,Scotland,6,2025.0,10.0,5.0,10.25,18,1,1,4.6,105.14,1861953.0
2025,2,Q2 2025,Transport & Storage,Scotland,15,2025.25,6.0,10.0,9.0,18,1,1,4.3516,98.78,1861953.0
2025,3,Q3 2025,Transport & Storage,Scotland,10,2025.5,15.0,6.0,9.0,18,1,1,4.25,98.05,1861953.0
2025,4,Q4 2025,Transport & Storage,Scotland,8,2025.75,10.0,15.0,10.25,18,1,1,4.25,99.05,1861953.0
2026,1,Q1 2026,Transport & Storage,Scotland,13,2026.0,8.0,10.0,9.75,18,1,1,0.75,49.59,1861953.0
2016,3,Q3 2016,Unknown,England/Wales,192,2016.5,277.0,229.0,253.0,19,0,0,0.3424,37.11,1784443.0
2016,4,Q4 2016,Unknown,England/Wales,162,2016.75,192.0,277.0,232.66666666666663,19,0,0,0.25,39.13,1784443.0
2017,1,Q1 2017,Unknown,England/Wales,179,2017.0,162.0,192.0,215.0,19,0,0,0.25,39.57,1861953.0
2017,2,Q2 2017,Unknown,England/Wales,144,2017.25,179.0,162.0,202.5,19,0,0,0.25,38.3,1861953.0
2017,3,Q3 2017,Unknown,England/Wales,97,2017.5,144.0,179.0,169.25,19,0,0,0.25,38.64,1861953.0
2017,4,Q4 2017,Unknown,England/Wales,89,2017.75,97.0,144.0,145.5,19,0,0,0.413,41.23,1861953.0
2018,1,Q1 2018,Unknown,England/Wales,117,2018.0,89.0,97.0,127.25,19,0,0,0.5,41.62,1922054.0
2018,2,Q2 2018,Unknown,England/Wales,84,2018.25,117.0,89.0,111.75,19,0,0,0.5,40.89,1922054.0
2018,3,Q3 2018,Unknown,England/Wales,104,2018.5,84.0,117.0,96.75,19,0,0,0.663,42.33,1922054.0
2018,4,Q4 2018,Unknown,England/Wales,77,2018.75,104.0,84.0,98.5,19,0,0,0.75,45.37,1922054.0
2019,1,Q1 2019,Unknown,England/Wales,82,2019.0,77.0,104.0,95.5,19,0,0,0.75,46.57,1996347.0
2019,2,Q2 2019,Unknown,England/Wales,80,2019.25,82.0,77.0,86.75,19,0,0,0.75,45.14,1996347.0
2019,3,Q3 2019,Unknown,England/Wales,78,2019.5,80.0,82.0,85.75,19,0,0,0.75,44.6,1996347.0
2019,4,Q4 2019,Unknown,England/Wales,82,2019.75,78.0,80.0,79.25,19,0,0,0.75,47.61,1996347.0
2020,1,Q1 2020,Unknown,England/Wales,41,2020.0,82.0,78.0,80.5,19,0,0,0.6132,46.94,1885198.0
2020,2,Q2 2020,Unknown,England/Wales,48,2020.25,41.0,82.0,70.25,19,0,0,0.1,43.8,1885198.0
2020,3,Q3 2020,Unknown,England/Wales,63,2020.5,48.0,41.0,62.25,19,0,0,0.1,44.5,1885198.0
2020,4,Q4 2020,Unknown,England/Wales,55,2020.75,63.0,48.0,58.5,19,0,0,0.1,48.19,1885198.0
2021,1,Q1 2021,Unknown,England/Wales,48,2021.0,55.0,63.0,51.75,19,0,0,0.1,49.59,2042011.0
2021,2,Q2 2021,Unknown,England/Wales,34,2021.25,48.0,55.0,53.5,19,0,0,0.1,49.05,2042011.0
2021,3,Q3 2021,Unknown,England/Wales,38,2021.5,34.0,48.0,50.0,19,0,0,0.1,53.66,2042011.0
2021,4,Q4 2021,Unknown,England/Wales,49,2021.75,38.0,34.0,43.75,19,0,0,0.1261,60.97,2042011.0
2022,1,Q1 2022,Unknown,England/Wales,56,2022.0,49.0,38.0,42.25,19,0,0,0.45,66.09,2243340.0
2022,2,Q2 2022,Unknown,England/Wales,77,2022.25,56.0,49.0,44.25,19,0,0,0.9478,78.64,2243340.0
2022,3,Q3 2022,Unknown,England/Wales,48,2022.5,77.0,56.0,55.0,19,0,0,1.6141,86.09,2243340.0
2022,4,Q4 2022,Unknown,England/Wales,68,2022.75,48.0,77.0,57.5,19,0,0,2.8234,101.86,2243340.0
2023,1,Q1 2023,Unknown,England/Wales,73,2023.0,68.0,48.0,62.25,19,0,0,3.8472,105.67,2422397.0
2023,2,Q2 2023,Unknown,England/Wales,67,2023.25,73.0,68.0,66.5,19,0,0,4.4396,111.39,2422397.0
2023,3,Q3 2023,Unknown,England/Wales,67,2023.5,67.0,73.0,64.0,19,0,0,5.1603,108.35,2422397.0
2023,4,Q4 2023,Unknown,England/Wales,122,2023.75,67.0,67.0,68.75,19,0,0,5.25,108.98,2422397.0
2024,1,Q1 2024,Unknown,England/Wales,63,2024.0,122.0,67.0,82.25,19,0,0,5.25,112.39,1861953.0
2024,2,Q2 2024,Unknown,England/Wales,79,2024.25,63.0,122.0,79.75,19,0,0,5.25,100.2,1861953.0
2024,3,Q3 2024,Unknown,England/Wales,71,2024.5,79.0,63.0,82.75,19,0,0,5.0842,100.64,1861953.0
2024,4,Q4 2024,Unknown,England/Wales,59,2024.75,71.0,79.0,83.75,19,0,0,4.8505,104.57,1861953.0
2025,1,Q1 2025,Unknown,England/Wales,83,2025.0,59.0,71.0,68.0,19,0,0,4.6,105.14,1861953.0
2025,2,Q2 2025,Unknown,England/Wales,62,2025.25,83.0,59.0,73.0,19,0,0,4.3516,98.78,1861953.0
2025,3,Q3 2025,Unknown,England/Wales,87,2025.5,62.0,83.0,68.75,19,0,0,4.25,98.05,1861953.0
2025,4,Q4 2025,Unknown,England/Wales,99,2025.75,87.0,62.0,72.75,19,0,0,4.25,99.05,1861953.0
2026,1,Q1 2026,Unknown,England/Wales,166,2026.0,99.0,87.0,82.75,19,0,0,0.75,49.59,1861953.0
2016,3,Q3 2016,Unknown,Scotland,10,2016.5,8.0,10.0,9.0,19,1,0,0.3424,37.11,151973.0
2016,4,Q4 2016,Unknown,Scotland,7,2016.75,10.0,8.0,9.333333333333334,19,1,0,0.25,39.13,151973.0
2017,1,Q1 2017,Unknown,Scotland,8,2017.0,7.0,10.0,8.75,19,1,0,0.25,39.57,159217.0
2017,2,Q2 2017,Unknown,Scotland,6,2017.25,8.0,7.0,8.25,19,1,0,0.25,38.3,159217.0
2017,3,Q3 2017,Unknown,Scotland,9,2017.5,6.0,8.0,7.75,19,1,0,0.25,38.64,159217.0
2017,4,Q4 2017,Unknown,Scotland,14,2017.75,9.0,6.0,7.5,19,1,0,0.413,41.23,159217.0
2018,1,Q1 2018,Unknown,Scotland,4,2018.0,14.0,9.0,9.25,19,1,0,0.5,41.62,162423.0
2018,2,Q2 2018,Unknown,Scotland,4,2018.25,4.0,14.0,8.25,19,1,0,0.5,40.89,162423.0
2018,3,Q3 2018,Unknown,Scotland,4,2018.5,4.0,4.0,7.75,19,1,0,0.663,42.33,162423.0
2018,4,Q4 2018,Unknown,Scotland,7,2018.75,4.0,4.0,6.5,19,1,0,0.75,45.37,162423.0
2019,1,Q1 2019,Unknown,Scotland,7,2019.0,7.0,4.0,4.75,19,1,0,0.75,46.57,168993.0
2019,2,Q2 2019,Unknown,Scotland,5,2019.25,7.0,7.0,5.5,19,1,0,0.75,45.14,168993.0
2019,4,Q4 2019,Unknown,Scotland,7,2019.75,5.0,7.0,5.75,19,1,0,0.75,47.61,168993.0
2020,1,Q1 2020,Unknown,Scotland,3,2020.0,7.0,5.0,6.5,19,1,0,0.6132,46.94,158489.0
2020,2,Q2 2020,Unknown,Scotland,2,2020.25,3.0,7.0,5.5,19,1,0,0.1,43.8,158489.0
2020,3,Q3 2020,Unknown,Scotland,1,2020.5,2.0,3.0,4.25,19,1,0,0.1,44.5,158489.0
2020,4,Q4 2020,Unknown,Scotland,2,2020.75,1.0,2.0,3.25,19,1,0,0.1,48.19,158489.0
2021,1,Q1 2021,Unknown,Scotland,1,2021.0,2.0,1.0,2.0,19,1,0,0.1,49.59,171688.0
2021,2,Q2 2021,Unknown,Scotland,3,2021.25,1.0,2.0,1.5,19,1,0,0.1,49.05,171688.0
2021,4,Q4 2021,Unknown,Scotland,5,2021.75,3.0,1.0,1.75,19,1,0,0.1261,60.97,171688.0
2022,1,Q1 2022,Unknown,Scotland,3,2022.0,5.0,3.0,2.75,19,1,0,0.45,66.09,188246.0
2022,2,Q2 2022,Unknown,Scotland,3,2022.25,3.0,5.0,3.0,19,1,0,0.9478,78.64,188246.0
2022,3,Q3 2022,Unknown,Scotland,2,2022.5,3.0,3.0,3.5,19,1,0,1.6141,86.09,188246.0
2022,4,Q4 2022,Unknown,Scotland,2,2022.75,2.0,3.0,3.25,19,1,0,2.8234,101.86,188246.0
2023,1,Q1 2023,Unknown,Scotland,5,2023.0,2.0,2.0,2.5,19,1,0,3.8472,105.67,204188.0
2023,2,Q2 2023,Unknown,Scotland,6,2023.25,5.0,2.0,3.0,19,1,0,4.4396,111.39,204188.0
2023,3,Q3 2023,Unknown,Scotland,5,2023.5,6.0,5.0,3.75,19,1,0,5.1603,108.35,204188.0
2023,4,Q4 2023,Unknown,Scotland,2,2023.75,5.0,6.0,4.5,19,1,0,5.25,108.98,204188.0
2024,1,Q1 2024,Unknown,Scotland,2,2024.0,2.0,5.0,4.5,19,1,0,5.25,112.39,1861953.0
2024,2,Q2 2024,Unknown,Scotland,5,2024.25,2.0,2.0,3.75,19,1,0,5.25,100.2,1861953.0
2024,3,Q3 2024,Unknown,Scotland,2,2024.5,5.0,2.0,3.5,19,1,0,5.0842,100.64,1861953.0
2024,4,Q4 2024,Unknown,Scotland,1,2024.75,2.0,5.0,2.75,19,1,0,4.8505,104.57,1861953.0
2025,2,Q2 2025,Unknown,Scotland,2,2025.25,1.0,2.0,2.5,19,1,0,4.3516,98.78,1861953.0
2025,3,Q3 2025,Unknown,Scotland,1,2025.5,2.0,1.0,2.5,19,1,0,4.25,98.05,1861953.0
2025,4,Q4 2025,Unknown,Scotland,1,2025.75,1.0,2.0,1.5,19,1,0,4.25,99.05,1861953.0
2026,1,Q1 2026,Unknown,Scotland,3,2026.0,1.0,1.0,1.25,19,1,0,0.75,49.59,1861953.0
2016,3,Q3 2016,Water & Waste,England/Wales,26,2016.5,38.0,35.0,36.5,20,0,1,0.3424,37.11,1784443.0
2016,4,Q4 2016,Water & Waste,England/Wales,32,2016.75,26.0,38.0,33.0,20,0,1,0.25,39.13,1784443.0
2017,1,Q1 2017,Water & Waste,England/Wales,40,2017.0,32.0,26.0,32.75,20,0,1,0.25,39.57,1861953.0
2017,2,Q2 2017,Water & Waste,England/Wales,38,2017.25,40.0,32.0,34.0,20,0,1,0.25,38.3,1861953.0
2017,3,Q3 2017,Water & Waste,England/Wales,27,2017.5,38.0,40.0,34.0,20,0,1,0.25,38.64,1861953.0
2017,4,Q4 2017,Water & Waste,England/Wales,27,2017.75,27.0,38.0,34.25,20,0,1,0.413,41.23,1861953.0
2018,1,Q1 2018,Water & Waste,England/Wales,30,2018.0,27.0,27.0,33.0,20,0,1,0.5,41.62,1922054.0
2018,2,Q2 2018,Water & Waste,England/Wales,25,2018.25,30.0,27.0,30.5,20,0,1,0.5,40.89,1922054.0
2018,3,Q3 2018,Water & Waste,England/Wales,25,2018.5,25.0,30.0,27.25,20,0,1,0.663,42.33,1922054.0
2018,4,Q4 2018,Water & Waste,England/Wales,18,2018.75,25.0,25.0,26.75,20,0,1,0.75,45.37,1922054.0
2019,1,Q1 2019,Water & Waste,England/Wales,27,2019.0,18.0,25.0,24.5,20,0,1,0.75,46.57,1996347.0
2019,2,Q2 2019,Water & Waste,England/Wales,37,2019.25,27.0,18.0,23.75,20,0,1,0.75,45.14,1996347.0
2019,3,Q3 2019,Water & Waste,England/Wales,41,2019.5,37.0,27.0,26.75,20,0,1,0.75,44.6,1996347.0
2019,4,Q4 2019,Water & Waste,England/Wales,30,2019.75,41.0,37.0,30.75,20,0,1,0.75,47.61,1996347.0
2020,1,Q1 2020,Water & Waste,England/Wales,24,2020.0,30.0,41.0,33.75,20,0,1,0.6132,46.94,1885198.0
2020,2,Q2 2020,Water & Waste,England/Wales,19,2020.25,24.0,30.0,33.0,20,0,1,0.1,43.8,1885198.0
2020,3,Q3 2020,Water & Waste,England/Wales,12,2020.5,19.0,24.0,28.5,20,0,1,0.1,44.5,1885198.0
2020,4,Q4 2020,Water & Waste,England/Wales,20,2020.75,12.0,19.0,21.25,20,0,1,0.1,48.19,1885198.0
2021,1,Q1 2021,Water & Waste,England/Wales,14,2021.0,20.0,12.0,18.75,20,0,1,0.1,49.59,2042011.0
2021,2,Q2 2021,Water & Waste,England/Wales,18,2021.25,14.0,20.0,16.25,20,0,1,0.1,49.05,2042011.0
2021,3,Q3 2021,Water & Waste,England/Wales,17,2021.5,18.0,14.0,16.0,20,0,1,0.1,53.66,2042011.0
2021,4,Q4 2021,Water & Waste,England/Wales,22,2021.75,17.0,18.0,17.25,20,0,1,0.1261,60.97,2042011.0
2022,1,Q1 2022,Water & Waste,England/Wales,24,2022.0,22.0,17.0,17.75,20,0,1,0.45,66.09,2243340.0
2022,2,Q2 2022,Water & Waste,England/Wales,35,2022.25,24.0,22.0,20.25,20,0,1,0.9478,78.64,2243340.0
2022,3,Q3 2022,Water & Waste,England/Wales,28,2022.5,35.0,24.0,24.5,20,0,1,1.6141,86.09,2243340.0
2022,4,Q4 2022,Water & Waste,England/Wales,32,2022.75,28.0,35.0,27.25,20,0,1,2.8234,101.86,2243340.0
2023,1,Q1 2023,Water & Waste,England/Wales,34,2023.0,32.0,28.0,29.75,20,0,1,3.8472,105.67,2422397.0
2023,2,Q2 2023,Water & Waste,England/Wales,38,2023.25,34.0,32.0,32.25,20,0,1,4.4396,111.39,2422397.0
2023,3,Q3 2023,Water & Waste,England/Wales,25,2023.5,38.0,34.0,33.0,20,0,1,5.1603,108.35,2422397.0
2023,4,Q4 2023,Water & Waste,England/Wales,37,2023.75,25.0,38.0,32.25,20,0,1,5.25,108.98,2422397.0
2024,1,Q1 2024,Water & Waste,England/Wales,37,2024.0,37.0,25.0,33.5,20,0,1,5.25,112.39,1861953.0
2024,2,Q2 2024,Water & Waste,England/Wales,23,2024.25,37.0,37.0,34.25,20,0,1,5.25,100.2,1861953.0
2024,3,Q3 2024,Water & Waste,England/Wales,41,2024.5,23.0,37.0,30.5,20,0,1,5.0842,100.64,1861953.0
2024,4,Q4 2024,Water & Waste,England/Wales,40,2024.75,41.0,23.0,34.5,20,0,1,4.8505,104.57,1861953.0
2025,1,Q1 2025,Water & Waste,England/Wales,34,2025.0,40.0,41.0,35.25,20,0,1,4.6,105.14,1861953.0
2025,2,Q2 2025,Water & Waste,England/Wales,40,2025.25,34.0,40.0,34.5,20,0,1,4.3516,98.78,1861953.0
2025,3,Q3 2025,Water & Waste,England/Wales,30,2025.5,40.0,34.0,38.75,20,0,1,4.25,98.05,1861953.0
2025,4,Q4 2025,Water & Waste,England/Wales,40,2025.75,30.0,40.0,36.0,20,0,1,4.25,99.05,1861953.0
2026,1,Q1 2026,Water & Waste,England/Wales,42,2026.0,40.0,30.0,36.0,20,0,1,0.75,49.59,1861953.0
2016,4,Q4 2016,Water & Waste,Scotland,2,2016.75,1.0,2.0,1.5,20,1,1,0.25,39.13,151973.0
2017,1,Q1 2017,Water & Waste,Scotland,2,2017.0,2.0,1.0,1.6666666666666667,20,1,1,0.25,39.57,159217.0
2017,2,Q2 2017,Water & Waste,Scotland,3,2017.25,2.0,2.0,1.75,20,1,1,0.25,38.3,159217.0
2017,3,Q3 2017,Water & Waste,Scotland,5,2017.5,3.0,2.0,2.0,20,1,1,0.25,38.64,159217.0
2017,4,Q4 2017,Water & Waste,Scotland,3,2017.75,5.0,3.0,3.0,20,1,1,0.413,41.23,159217.0
2018,1,Q1 2018,Water & Waste,Scotland,1,2018.0,3.0,5.0,3.25,20,1,1,0.5,41.62,162423.0
2018,3,Q3 2018,Water & Waste,Scotland,2,2018.5,1.0,3.0,3.0,20,1,1,0.663,42.33,162423.0
2019,2,Q2 2019,Water & Waste,Scotland,2,2019.25,2.0,1.0,2.75,20,1,1,0.75,45.14,168993.0
2019,3,Q3 2019,Water & Waste,Scotland,2,2019.5,2.0,2.0,2.0,20,1,1,0.75,44.6,168993.0
2019,4,Q4 2019,Water & Waste,Scotland,1,2019.75,2.0,2.0,1.75,20,1,1,0.75,47.61,168993.0
2020,1,Q1 2020,Water & Waste,Scotland,3,2020.0,1.0,2.0,1.75,20,1,1,0.6132,46.94,158489.0
2020,2,Q2 2020,Water & Waste,Scotland,1,2020.25,3.0,1.0,2.0,20,1,1,0.1,43.8,158489.0
2021,3,Q3 2021,Water & Waste,Scotland,1,2021.5,1.0,3.0,1.75,20,1,1,0.1,53.66,171688.0
2021,4,Q4 2021,Water & Waste,Scotland,1,2021.75,1.0,1.0,1.5,20,1,1,0.1261,60.97,171688.0
2022,1,Q1 2022,Water & Waste,Scotland,1,2022.0,1.0,1.0,1.5,20,1,1,0.45,66.09,188246.0
2022,2,Q2 2022,Water & Waste,Scotland,1,2022.25,1.0,1.0,1.0,20,1,1,0.9478,78.64,188246.0
2022,3,Q3 2022,Water & Waste,Scotland,1,2022.5,1.0,1.0,1.0,20,1,1,1.6141,86.09,188246.0
2022,4,Q4 2022,Water & Waste,Scotland,3,2022.75,1.0,1.0,1.0,20,1,1,2.8234,101.86,188246.0
2023,1,Q1 2023,Water & Waste,Scotland,1,2023.0,3.0,1.0,1.5,20,1,1,3.8472,105.67,204188.0
2023,2,Q2 2023,Water & Waste,Scotland,2,2023.25,1.0,3.0,1.5,20,1,1,4.4396,111.39,204188.0
2023,3,Q3 2023,Water & Waste,Scotland,1,2023.5,2.0,1.0,1.75,20,1,1,5.1603,108.35,204188.0
2024,1,Q1 2024,Water & Waste,Scotland,2,2024.0,1.0,2.0,1.75,20,1,1,5.25,112.39,1861953.0
